chain,flag_type,reason,stimulus_id,subject_id,upstream_pointer,user
1,stimulus,Other: I could not understand anything that was said,21,9d9cf1e92ae6489b89098c7716ffe35b,15,9d9cf1e92ae6489b89098c7716ffe35b
0,self,Other: I recorded a blank audio because I could not understand what I heard,17,9d9cf1e92ae6489b89098c7716ffe35b,12,9d9cf1e92ae6489b89098c7716ffe35b
-1,self,Other: There is a beep in the background,49,9d9cf1e92ae6489b89098c7716ffe35b,-1,9d9cf1e92ae6489b89098c7716ffe35b
2,stimulus,Other: I could not understand anything that was said,33,9d9cf1e92ae6489b89098c7716ffe35b,21,9d9cf1e92ae6489b89098c7716ffe35b
1,self,Contains speech errors,32,9d9cf1e92ae6489b89098c7716ffe35b,25,9d9cf1e92ae6489b89098c7716ffe35b
0,stimulus,Other: I could not understand anything that was said,0,9d9cf1e92ae6489b89098c7716ffe35b,11,9d9cf1e92ae6489b89098c7716ffe35b
2,stimulus,Other: I could not understand anything that was said,7,9d9cf1e92ae6489b89098c7716ffe35b,8,9d9cf1e92ae6489b89098c7716ffe35b
0,self,Speech stops or starts abruptly / speech sounds cut off,37,f916de07efa14dd9a46b367c29d538b3,1,f916de07efa14dd9a46b367c29d538b3
1,self,Other: Too much background noise,28,7d160e63f1bd4dccb5bdbb96cef23046,5,7d160e63f1bd4dccb5bdbb96cef23046
2,self,Other: I couldn't make out anything from your recording,1,80c30997704f4e50839dd1a53b3fc179,3,80c30997704f4e50839dd1a53b3fc179
0,self,Other: Couldn't make out anything at all in the recording,9,80c30997704f4e50839dd1a53b3fc179,1,80c30997704f4e50839dd1a53b3fc179
1,self,Other: I didn't hear anything other than the background noise,12,80c30997704f4e50839dd1a53b3fc179,3,80c30997704f4e50839dd1a53b3fc179
2,self,Speech stops or starts abruptly / speech sounds cut off,14,80c30997704f4e50839dd1a53b3fc179,4,80c30997704f4e50839dd1a53b3fc179
0,self,Other: All I heard was the background noise,30,80c30997704f4e50839dd1a53b3fc179,2,80c30997704f4e50839dd1a53b3fc179
1,stimulus,Contains speech errors,3,10a52789b46b4652ba11ed4d2ca0348b,5,10a52789b46b4652ba11ed4d2ca0348b
1,self,Other: The audio file was completely incomprehensible,31,10a52789b46b4652ba11ed4d2ca0348b,11,10a52789b46b4652ba11ed4d2ca0348b
0,stimulus,Other: Too muffled to understand.,18,96ae96fdd996447daf2fef4c84047091,3,96ae96fdd996447daf2fef4c84047091
-1,self,Other: Its not recording sound,43,d084ef55e0124c8d81d41f2fe552a683,-1,d084ef55e0124c8d81d41f2fe552a683
2,stimulus,"Other: are you kdding, this is impossible to hear",12,841267c07bfb4c0985bddd33be13837e,1,841267c07bfb4c0985bddd33be13837e
0,self,Other: couldnt hear it,30,841267c07bfb4c0985bddd33be13837e,1,841267c07bfb4c0985bddd33be13837e
0,self,Other: background noise,10,8213224b0a564df189f5bfa2fd08bd5e,1,8213224b0a564df189f5bfa2fd08bd5e
1,self,Other: missed it,27,8213224b0a564df189f5bfa2fd08bd5e,1,8213224b0a564df189f5bfa2fd08bd5e
1,stimulus,Other: Too much background noise,14,8213224b0a564df189f5bfa2fd08bd5e,0,8213224b0a564df189f5bfa2fd08bd5e
1,self,Other: Nobody said anything clearly,19,8213224b0a564df189f5bfa2fd08bd5e,0,8213224b0a564df189f5bfa2fd08bd5e
1,self,Speech stops or starts abruptly / speech sounds cut off,32,8213224b0a564df189f5bfa2fd08bd5e,1,8213224b0a564df189f5bfa2fd08bd5e
2,self,Other: Background noise,30,8213224b0a564df189f5bfa2fd08bd5e,1,8213224b0a564df189f5bfa2fd08bd5e
1,stimulus,Other: Too much background noise,28,8213224b0a564df189f5bfa2fd08bd5e,1,8213224b0a564df189f5bfa2fd08bd5e
0,self,Speech stops or starts abruptly / speech sounds cut off,4,8213224b0a564df189f5bfa2fd08bd5e,1,8213224b0a564df189f5bfa2fd08bd5e
0,self,Other: couldnt understand,12,1f44c833976f44c0ae6944bb0b3e58e0,9,1f44c833976f44c0ae6944bb0b3e58e0
2,self,Other: couldnt understand,21,1f44c833976f44c0ae6944bb0b3e58e0,11,1f44c833976f44c0ae6944bb0b3e58e0
0,self,Other: couldn't understand,22,1f44c833976f44c0ae6944bb0b3e58e0,5,1f44c833976f44c0ae6944bb0b3e58e0
-1,self,Other: Couldn't understand what was said.,49,1f44c833976f44c0ae6944bb0b3e58e0,-1,1f44c833976f44c0ae6944bb0b3e58e0
0,self,Other: couldnt understand,2,1f44c833976f44c0ae6944bb0b3e58e0,12,1f44c833976f44c0ae6944bb0b3e58e0
2,stimulus,Contains obscenities or objectionable content,7,1f44c833976f44c0ae6944bb0b3e58e0,5,1f44c833976f44c0ae6944bb0b3e58e0
1,self,Speech stops or starts abruptly / speech sounds cut off,38,1f44c833976f44c0ae6944bb0b3e58e0,7,1f44c833976f44c0ae6944bb0b3e58e0
-1,self,Speech stops or starts abruptly / speech sounds cut off,42,6a8ba936dc1e43c682ac47d2b882c383,-1,6a8ba936dc1e43c682ac47d2b882c383
-1,self,Speech stops or starts abruptly / speech sounds cut off,46,a87bd82136a648d1acb95e831490b7a4,-1,a87bd82136a648d1acb95e831490b7a4
0,stimulus,Other: I can't hear this specific person at all. It sounds like he's mumbling ,25,7504f72991e342d38fa2136df033a74b,4,7504f72991e342d38fa2136df033a74b
2,stimulus,Other: Can't hear this particular voice,21,7504f72991e342d38fa2136df033a74b,5,7504f72991e342d38fa2136df033a74b
1,self,Other: I only heard 3 words in the sentence so it is short,22,7504f72991e342d38fa2136df033a74b,5,7504f72991e342d38fa2136df033a74b
0,stimulus,Other: This person is mumbling. I hear two words,31,7504f72991e342d38fa2136df033a74b,3,7504f72991e342d38fa2136df033a74b
1,self,Other: I couldn't hear it at all,37,7504f72991e342d38fa2136df033a74b,3,7504f72991e342d38fa2136df033a74b
0,stimulus,Other: i only heard 2 words,2,7504f72991e342d38fa2136df033a74b,4,7504f72991e342d38fa2136df033a74b
1,stimulus,Other: cant make out the words,4,7504f72991e342d38fa2136df033a74b,1,7504f72991e342d38fa2136df033a74b
2,self,Contains speech errors,11,6686ae44f6ca4d148b028274f710d04f,1,6686ae44f6ca4d148b028274f710d04f
1,self,Contains speech errors,15,6686ae44f6ca4d148b028274f710d04f,2,6686ae44f6ca4d148b028274f710d04f
2,self,Contains speech errors,31,6686ae44f6ca4d148b028274f710d04f,1,6686ae44f6ca4d148b028274f710d04f
2,self,Contains speech errors,28,6686ae44f6ca4d148b028274f710d04f,4,6686ae44f6ca4d148b028274f710d04f
-1,self,Contains speech errors,50,6686ae44f6ca4d148b028274f710d04f,-1,6686ae44f6ca4d148b028274f710d04f
2,self,Contains speech errors,5,6686ae44f6ca4d148b028274f710d04f,2,6686ae44f6ca4d148b028274f710d04f
1,self,Contains speech errors,4,6686ae44f6ca4d148b028274f710d04f,1,6686ae44f6ca4d148b028274f710d04f
0,self,Contains speech errors,20,6686ae44f6ca4d148b028274f710d04f,0,6686ae44f6ca4d148b028274f710d04f
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,15,42a3833fe1a24695b8134833ac220b58,1,42a3833fe1a24695b8134833ac220b58
2,self,Other: I can not hear what is being said,2,6dcc5de8f3a146d3abb7a2887e3a5499,10,6dcc5de8f3a146d3abb7a2887e3a5499
1,self,Other: I could not fully understand the sentence,3,6dcc5de8f3a146d3abb7a2887e3a5499,13,6dcc5de8f3a146d3abb7a2887e3a5499
0,self,Other: I could not understand the whole sentence,4,6dcc5de8f3a146d3abb7a2887e3a5499,19,6dcc5de8f3a146d3abb7a2887e3a5499
0,self,Other: I could not understand,5,6dcc5de8f3a146d3abb7a2887e3a5499,17,6dcc5de8f3a146d3abb7a2887e3a5499
0,self,Other: I could not understand,6,6dcc5de8f3a146d3abb7a2887e3a5499,6,6dcc5de8f3a146d3abb7a2887e3a5499
2,self,Other: I cant understand the whole sentence,7,6dcc5de8f3a146d3abb7a2887e3a5499,7,6dcc5de8f3a146d3abb7a2887e3a5499
1,self,Speech stops or starts abruptly / speech sounds cut off,8,6dcc5de8f3a146d3abb7a2887e3a5499,14,6dcc5de8f3a146d3abb7a2887e3a5499
1,self,Other: hard to hear the whole sentence,12,6dcc5de8f3a146d3abb7a2887e3a5499,14,6dcc5de8f3a146d3abb7a2887e3a5499
2,self,Other: I only could hear half of the sentence,13,6dcc5de8f3a146d3abb7a2887e3a5499,15,6dcc5de8f3a146d3abb7a2887e3a5499
2,self,Other: It was hard to understand the girl,14,6dcc5de8f3a146d3abb7a2887e3a5499,20,6dcc5de8f3a146d3abb7a2887e3a5499
2,self,Other: I could not understand,16,6dcc5de8f3a146d3abb7a2887e3a5499,17,6dcc5de8f3a146d3abb7a2887e3a5499
0,self,Other: I can not undestand,18,6dcc5de8f3a146d3abb7a2887e3a5499,18,6dcc5de8f3a146d3abb7a2887e3a5499
1,self,Other: I could not hear the person speaking,24,6dcc5de8f3a146d3abb7a2887e3a5499,15,6dcc5de8f3a146d3abb7a2887e3a5499
0,self,Other: I could not hear what the person was saying,26,6dcc5de8f3a146d3abb7a2887e3a5499,16,6dcc5de8f3a146d3abb7a2887e3a5499
1,self,Other: I could not understand the words,27,6dcc5de8f3a146d3abb7a2887e3a5499,6,6dcc5de8f3a146d3abb7a2887e3a5499
1,self,Other: The voice was to quiet to pick up a sentence from it. ,31,6dcc5de8f3a146d3abb7a2887e3a5499,24,6dcc5de8f3a146d3abb7a2887e3a5499
0,self,Other: I could not understand the whole sentence,33,6dcc5de8f3a146d3abb7a2887e3a5499,17,6dcc5de8f3a146d3abb7a2887e3a5499
2,self,Other: I could not understand the whole sentence,35,6dcc5de8f3a146d3abb7a2887e3a5499,13,6dcc5de8f3a146d3abb7a2887e3a5499
2,self,Other: I cannot hear the whole sentence,36,6dcc5de8f3a146d3abb7a2887e3a5499,21,6dcc5de8f3a146d3abb7a2887e3a5499
0,self,Other: I could not understand the whole sentence,37,6dcc5de8f3a146d3abb7a2887e3a5499,19,6dcc5de8f3a146d3abb7a2887e3a5499
2,self,Contains speech errors,20,8f285aef5a2a4053ac09ff1d4e7cf864,6,8f285aef5a2a4053ac09ff1d4e7cf864
2,self,Other: I couldn't make out what was said at all,16,8f285aef5a2a4053ac09ff1d4e7cf864,11,8f285aef5a2a4053ac09ff1d4e7cf864
0,self,Other: I couldn't make out what was said at all,28,8f285aef5a2a4053ac09ff1d4e7cf864,5,8f285aef5a2a4053ac09ff1d4e7cf864
1,self,Other: I didn't catch what was said at all,34,8f285aef5a2a4053ac09ff1d4e7cf864,14,8f285aef5a2a4053ac09ff1d4e7cf864
2,stimulus,Contains speech errors,3,8f285aef5a2a4053ac09ff1d4e7cf864,3,8f285aef5a2a4053ac09ff1d4e7cf864
0,self,Other: I couldn't make out what was said at all,6,8f285aef5a2a4053ac09ff1d4e7cf864,4,8f285aef5a2a4053ac09ff1d4e7cf864
1,stimulus,Contains speech errors,24,de98c7e351e64006a93697b88a94714a,10,de98c7e351e64006a93697b88a94714a
0,stimulus,Contains speech errors,25,de98c7e351e64006a93697b88a94714a,9,de98c7e351e64006a93697b88a94714a
0,stimulus,Contains speech errors,27,de98c7e351e64006a93697b88a94714a,5,de98c7e351e64006a93697b88a94714a
2,stimulus,Contains speech errors,33,de98c7e351e64006a93697b88a94714a,14,de98c7e351e64006a93697b88a94714a
0,stimulus,Contains speech errors,37,de98c7e351e64006a93697b88a94714a,11,de98c7e351e64006a93697b88a94714a
0,stimulus,Contains speech errors,38,de98c7e351e64006a93697b88a94714a,16,de98c7e351e64006a93697b88a94714a
1,stimulus,Contains speech errors,7,de98c7e351e64006a93697b88a94714a,15,de98c7e351e64006a93697b88a94714a
-1,self,Other: It had too much background noise and it sounded loud in the beginning and lower after that. ,49,95e70616c86446eb95e9f529c22e170c,-1,95e70616c86446eb95e9f529c22e170c
-1,self,Other: Didn't record properly,42,e60b1c65900845fca7a10cf77730af83,-1,e60b1c65900845fca7a10cf77730af83
-1,self,Speech stops or starts abruptly / speech sounds cut off,45,57185ccbe5054a37b3cc599fc699026f,-1,57185ccbe5054a37b3cc599fc699026f
0,self,Other: unintelligeable,10,e6886a35cc9f4276ad34c78b9c8d4d0e,7,e6886a35cc9f4276ad34c78b9c8d4d0e
0,self,Other: unintelligeable,21,e6886a35cc9f4276ad34c78b9c8d4d0e,6,e6886a35cc9f4276ad34c78b9c8d4d0e
-1,self,Other: could not understand passed 4th word,50,fbb1527e0b9b4d1eb619d3248c043384,-1,fbb1527e0b9b4d1eb619d3248c043384
1,stimulus,Other: Cannot understand at all.,25,28fb398c41c64b6ebf7a5402ea6d7dd4,0,28fb398c41c64b6ebf7a5402ea6d7dd4
2,stimulus,"Other: I flagged the last one as contains speech errors, but this one sounds the same so I wanted to specify it is in a different language.",13,28fb398c41c64b6ebf7a5402ea6d7dd4,3,28fb398c41c64b6ebf7a5402ea6d7dd4
0,stimulus,Contains speech errors,26,28fb398c41c64b6ebf7a5402ea6d7dd4,2,28fb398c41c64b6ebf7a5402ea6d7dd4
1,self,Other: can not hear,25,515b7e4a19034ddb848a8f609835fb48,5,515b7e4a19034ddb848a8f609835fb48
0,self,Other: Could not hear anything,38,515b7e4a19034ddb848a8f609835fb48,16,515b7e4a19034ddb848a8f609835fb48
2,self,Other: Could not hear anything,5,515b7e4a19034ddb848a8f609835fb48,10,515b7e4a19034ddb848a8f609835fb48
-1,self,"Other: Sorry, I meant that I don't think what I said was correct as I couldn't hear the recording properly.",50,515b7e4a19034ddb848a8f609835fb48,-1,515b7e4a19034ddb848a8f609835fb48
2,self,Other: could not hear anything,35,515b7e4a19034ddb848a8f609835fb48,11,515b7e4a19034ddb848a8f609835fb48
2,self,Other: i hit stop too soon and could not go back,25,b13c20535cd94f46a9cfc902cf591ccc,16,b13c20535cd94f46a9cfc902cf591ccc
1,stimulus,Other: hard to hear the beginning,12,b13c20535cd94f46a9cfc902cf591ccc,11,b13c20535cd94f46a9cfc902cf591ccc
0,self,Other,22,5822731a3e0d434480a3c02bdc88517c,11,5822731a3e0d434480a3c02bdc88517c
2,stimulus,Other: unintelligible,35,5822731a3e0d434480a3c02bdc88517c,11,5822731a3e0d434480a3c02bdc88517c
2,self,Other: hard to understand,32,d4d266abeb95481e80a3966b460f1bc7,5,d4d266abeb95481e80a3966b460f1bc7
2,self,Other: hard to understand,22,d4d266abeb95481e80a3966b460f1bc7,4,d4d266abeb95481e80a3966b460f1bc7
-1,self,Other: it got interrupted,49,d4d266abeb95481e80a3966b460f1bc7,-1,d4d266abeb95481e80a3966b460f1bc7
2,self,Other: I just hit the wrong button,4,d776acf451dc427082449b702af46915,8,d776acf451dc427082449b702af46915
0,stimulus,Other: Can not understand what they are saying. It's too quiet. She speaks too fast and there is too much background noise. ,9,33d8debaaca34535ba2d9a9f64ea086d,15,33d8debaaca34535ba2d9a9f64ea086d
0,stimulus,Other: I still cannot understand what she is saying. ,10,33d8debaaca34535ba2d9a9f64ea086d,7,33d8debaaca34535ba2d9a9f64ea086d
2,stimulus,Other: Can not understand what she is saying. She's speaking very quietly and there is a lot of background noise. ,6,33d8debaaca34535ba2d9a9f64ea086d,12,33d8debaaca34535ba2d9a9f64ea086d
1,self,Speech stops or starts abruptly / speech sounds cut off,19,47eb91a7ce874cf7a691349385201412,14,47eb91a7ce874cf7a691349385201412
-1,self,Other: too long,44,47eb91a7ce874cf7a691349385201412,-1,47eb91a7ce874cf7a691349385201412
0,self,Other: cut off abruptly,4,47eb91a7ce874cf7a691349385201412,12,47eb91a7ce874cf7a691349385201412
-1,self,Speech stops or starts abruptly / speech sounds cut off,50,47eb91a7ce874cf7a691349385201412,-1,47eb91a7ce874cf7a691349385201412
0,self,Other: Hard to hear recording,25,7dc5642ad9fa455186e2759151b3222e,7,7dc5642ad9fa455186e2759151b3222e
1,self,Other: Hard to hear recording,27,7dc5642ad9fa455186e2759151b3222e,5,7dc5642ad9fa455186e2759151b3222e
2,self,Other: Hard to hear recording,20,7dc5642ad9fa455186e2759151b3222e,5,7dc5642ad9fa455186e2759151b3222e
0,self,Other: Recording was hard to understand,21,7dc5642ad9fa455186e2759151b3222e,6,7dc5642ad9fa455186e2759151b3222e
2,self,Other: Did not understand recording,23,7dc5642ad9fa455186e2759151b3222e,4,7dc5642ad9fa455186e2759151b3222e
1,self,Other: Hard to hear,33,7dc5642ad9fa455186e2759151b3222e,11,7dc5642ad9fa455186e2759151b3222e
0,self,Other: Hard to hear recording,28,7dc5642ad9fa455186e2759151b3222e,5,7dc5642ad9fa455186e2759151b3222e
1,self,Other: Hard to hear recording,36,7dc5642ad9fa455186e2759151b3222e,8,7dc5642ad9fa455186e2759151b3222e
2,self,Other: Hard to hear recording,3,7dc5642ad9fa455186e2759151b3222e,3,7dc5642ad9fa455186e2759151b3222e
0,self,Other: Hard to hear recording,4,7dc5642ad9fa455186e2759151b3222e,10,7dc5642ad9fa455186e2759151b3222e
0,stimulus,Other: It made me record again and I wasn't able to speak as quickly. It would not let me record a third time.,18,677b9ba85582466db9d1c4f70230f39e,2,677b9ba85582466db9d1c4f70230f39e
1,stimulus,Other: Audio is distorted,24,5d795e0ec6f646cea9d09ac1959a2823,11,5d795e0ec6f646cea9d09ac1959a2823
0,self,Other: Couldn't hear it.,26,5d795e0ec6f646cea9d09ac1959a2823,13,5d795e0ec6f646cea9d09ac1959a2823
2,stimulus,Contains speech errors,20,5d795e0ec6f646cea9d09ac1959a2823,6,5d795e0ec6f646cea9d09ac1959a2823
0,self,Contains speech errors,21,5d795e0ec6f646cea9d09ac1959a2823,5,5d795e0ec6f646cea9d09ac1959a2823
1,self,Other: Couldn't heart it right,35,5d795e0ec6f646cea9d09ac1959a2823,19,5d795e0ec6f646cea9d09ac1959a2823
2,self,Other: Couldn't hear the speaker,2,5d795e0ec6f646cea9d09ac1959a2823,10,5d795e0ec6f646cea9d09ac1959a2823
2,self,Other: Couldn't hear it,7,5d795e0ec6f646cea9d09ac1959a2823,8,5d795e0ec6f646cea9d09ac1959a2823
2,self,Other: Couldn't make it out,15,5d795e0ec6f646cea9d09ac1959a2823,13,5d795e0ec6f646cea9d09ac1959a2823
-1,self,Speech stops or starts abruptly / speech sounds cut off,49,d320a2ab7b0a43659aa8eb3a9ea0be56,-1,d320a2ab7b0a43659aa8eb3a9ea0be56
2,self,Speech stops or starts abruptly / speech sounds cut off,8,0b61ceceb0cc45199ebc6645fa52b2e2,8,0b61ceceb0cc45199ebc6645fa52b2e2
-1,self,Other: I was instructed to answer no for the next prompt.,50,0b61ceceb0cc45199ebc6645fa52b2e2,-1,0b61ceceb0cc45199ebc6645fa52b2e2
1,self,Other: Not able to discern words,13,3cd248703995492dbd3ad9aeb51ff7ed,15,3cd248703995492dbd3ad9aeb51ff7ed
0,stimulus,Other: Speech was mumbled and unintelligible,17,3cd248703995492dbd3ad9aeb51ff7ed,8,3cd248703995492dbd3ad9aeb51ff7ed
0,self,Other: I got nothing,26,3cd248703995492dbd3ad9aeb51ff7ed,13,3cd248703995492dbd3ad9aeb51ff7ed
2,self,Other: could not make out any words,35,3cd248703995492dbd3ad9aeb51ff7ed,11,3cd248703995492dbd3ad9aeb51ff7ed
0,stimulus,"Other: unintelligible, not one word was defined",21,3cd248703995492dbd3ad9aeb51ff7ed,6,3cd248703995492dbd3ad9aeb51ff7ed
1,self,Other: couldn't hear the recording,0,6e0efd3ac8cd43e6b744e539175c552f,11,6e0efd3ac8cd43e6b744e539175c552f
2,self,Other: the sentence trailed off and i could not hear it,20,c462fdd2a9ae42df913fe03135ac9fa5,6,c462fdd2a9ae42df913fe03135ac9fa5
0,self,Other: Could not understand the recording,9,9eddf0128404407eb7a9a5d1b8446784,20,9eddf0128404407eb7a9a5d1b8446784
-1,self,Other: There was noise at the end of the recording.,44,9eddf0128404407eb7a9a5d1b8446784,-1,9eddf0128404407eb7a9a5d1b8446784
1,self,Other: coundlt hear,20,44d36acb17ab420b92a592d91218648a,3,44d36acb17ab420b92a592d91218648a
1,self,Other: could not understand,25,fa64cac4a6344f648c1b87c5f3de502b,5,fa64cac4a6344f648c1b87c5f3de502b
0,self,Other: Could not discern what was said,12,fa64cac4a6344f648c1b87c5f3de502b,10,fa64cac4a6344f648c1b87c5f3de502b
1,self,Other: Could not understand,14,fa64cac4a6344f648c1b87c5f3de502b,2,fa64cac4a6344f648c1b87c5f3de502b
-1,self,"Other: I made a mistake recording, i thought I could rerecord",44,fa64cac4a6344f648c1b87c5f3de502b,-1,fa64cac4a6344f648c1b87c5f3de502b
0,self,Other: Could not understand,30,fa64cac4a6344f648c1b87c5f3de502b,10,fa64cac4a6344f648c1b87c5f3de502b
2,self,Other: Difficult to understand,6,fa64cac4a6344f648c1b87c5f3de502b,12,fa64cac4a6344f648c1b87c5f3de502b
1,self,Contains speech errors,33,b23a9f0736c042b08955a2ca1a434268,13,b23a9f0736c042b08955a2ca1a434268
1,self,Other: to quiet,17,b23a9f0736c042b08955a2ca1a434268,7,b23a9f0736c042b08955a2ca1a434268
-1,self,Other: Feedback,46,3ede89ca22e1407094ff2593ec62ef5e,-1,3ede89ca22e1407094ff2593ec62ef5e
2,self,Speech stops or starts abruptly / speech sounds cut off,25,3ede89ca22e1407094ff2593ec62ef5e,7,3ede89ca22e1407094ff2593ec62ef5e
2,stimulus,Other: Cant here what is being said at all.,20,4711e0ab25b94f489a6c6278cbc912e1,10,4711e0ab25b94f489a6c6278cbc912e1
2,self,Other: can't hear it,19,550b2a5747374c97bcf66eb4ee9df666,0,550b2a5747374c97bcf66eb4ee9df666
0,self,Other: didn't record on accident,34,abb61fc532074d529b84de3d4fa25a98,19,abb61fc532074d529b84de3d4fa25a98
1,self,Contains speech errors,4,9d8ef172aa154c16b2e29c26a04f6784,3,9d8ef172aa154c16b2e29c26a04f6784
-1,self,Contains speech errors,50,9d8ef172aa154c16b2e29c26a04f6784,-1,9d8ef172aa154c16b2e29c26a04f6784
1,stimulus,Other: Messed up on my recording,11,26e9a73917ef4e86bde0bf325b5fdb8f,5,26e9a73917ef4e86bde0bf325b5fdb8f
2,self,Other: Did not understand what was said,6,26e9a73917ef4e86bde0bf325b5fdb8f,6,26e9a73917ef4e86bde0bf325b5fdb8f
2,self,Other: Doesn't make sense,20,c94a95240a34480e91c88f95e4350469,11,c94a95240a34480e91c88f95e4350469
1,stimulus,Other: I can't understand what is being said,28,c94a95240a34480e91c88f95e4350469,21,c94a95240a34480e91c88f95e4350469
2,self,Speech stops or starts abruptly / speech sounds cut off,32,6446403afd694083acbeae4f1f818ebe,17,6446403afd694083acbeae4f1f818ebe
-1,self,Other: Really quiet audio,45,6446403afd694083acbeae4f1f818ebe,-1,6446403afd694083acbeae4f1f818ebe
0,self,Contains speech errors,28,6446403afd694083acbeae4f1f818ebe,6,6446403afd694083acbeae4f1f818ebe
2,self,Speech stops or starts abruptly / speech sounds cut off,21,6446403afd694083acbeae4f1f818ebe,15,6446403afd694083acbeae4f1f818ebe
2,self,Speech stops or starts abruptly / speech sounds cut off,23,6446403afd694083acbeae4f1f818ebe,12,6446403afd694083acbeae4f1f818ebe
1,self,Other: Cleared my throat ,26,a4c1dfdfabf74635998181e294b1a144,4,a4c1dfdfabf74635998181e294b1a144
2,stimulus,Other: no idea what was said,31,354ea0fc261c414cba84455eccd9abae,7,354ea0fc261c414cba84455eccd9abae
2,stimulus,Contains speech errors,35,354ea0fc261c414cba84455eccd9abae,7,354ea0fc261c414cba84455eccd9abae
2,stimulus,Other: background noise level too high,34,354ea0fc261c414cba84455eccd9abae,7,354ea0fc261c414cba84455eccd9abae
1,self,Speech stops or starts abruptly / speech sounds cut off,11,a03e888d7e0e4f148795acacc0f065cc,9,a03e888d7e0e4f148795acacc0f065cc
1,stimulus,Other: Interrupted by phone call,10,a03e888d7e0e4f148795acacc0f065cc,20,a03e888d7e0e4f148795acacc0f065cc
0,self,Other: Could not separate speaker from background noise,26,a03e888d7e0e4f148795acacc0f065cc,17,a03e888d7e0e4f148795acacc0f065cc
1,self,Other: Could not hear speaker,12,a03e888d7e0e4f148795acacc0f065cc,15,a03e888d7e0e4f148795acacc0f065cc
2,self,Other: Background noise cut off speakers voice,20,a03e888d7e0e4f148795acacc0f065cc,9,a03e888d7e0e4f148795acacc0f065cc
0,stimulus,Speech stops or starts abruptly / speech sounds cut off,17,a03e888d7e0e4f148795acacc0f065cc,12,a03e888d7e0e4f148795acacc0f065cc
2,self,Other: Garbled speech,18,a03e888d7e0e4f148795acacc0f065cc,20,a03e888d7e0e4f148795acacc0f065cc
0,self,Other: Couldnt separate speaker from background noise ,6,a03e888d7e0e4f148795acacc0f065cc,6,a03e888d7e0e4f148795acacc0f065cc
-1,self,Other: To much background noise to clearly discern sentence,50,a03e888d7e0e4f148795acacc0f065cc,-1,a03e888d7e0e4f148795acacc0f065cc
1,self,Other: Speech could not be discerned,0,a03e888d7e0e4f148795acacc0f065cc,14,a03e888d7e0e4f148795acacc0f065cc
0,stimulus,Other: Could not hear speaker at all,5,a03e888d7e0e4f148795acacc0f065cc,17,a03e888d7e0e4f148795acacc0f065cc
0,self,Speech stops or starts abruptly / speech sounds cut off,24,a03e888d7e0e4f148795acacc0f065cc,14,a03e888d7e0e4f148795acacc0f065cc
1,self,Speech stops or starts abruptly / speech sounds cut off,8,a03e888d7e0e4f148795acacc0f065cc,14,a03e888d7e0e4f148795acacc0f065cc
2,self,Other: Muffled/mubbled speech,32,a03e888d7e0e4f148795acacc0f065cc,17,a03e888d7e0e4f148795acacc0f065cc
0,self,Other: what was said was misheard,10,8a3daaa686474a6181e66d70d1e882a1,1,8a3daaa686474a6181e66d70d1e882a1
0,self,Other: sentence wasn't heard,20,8a3daaa686474a6181e66d70d1e882a1,0,8a3daaa686474a6181e66d70d1e882a1
1,self,Other: unable to make out what was being said,19,8a3daaa686474a6181e66d70d1e882a1,0,8a3daaa686474a6181e66d70d1e882a1
0,self,Other: speech was too low to make out,36,8a3daaa686474a6181e66d70d1e882a1,1,8a3daaa686474a6181e66d70d1e882a1
1,self,Other: speech was too low,35,8a3daaa686474a6181e66d70d1e882a1,2,8a3daaa686474a6181e66d70d1e882a1
0,self,Other: speech is too low,34,8a3daaa686474a6181e66d70d1e882a1,1,8a3daaa686474a6181e66d70d1e882a1
0,self,Other: speech was too soft to make out,33,8a3daaa686474a6181e66d70d1e882a1,2,8a3daaa686474a6181e66d70d1e882a1
2,self,Speech stops or starts abruptly / speech sounds cut off,4,8a3daaa686474a6181e66d70d1e882a1,1,8a3daaa686474a6181e66d70d1e882a1
1,self,Other: was unable to make out speech,7,8a3daaa686474a6181e66d70d1e882a1,1,8a3daaa686474a6181e66d70d1e882a1
0,stimulus,"Other: Can't hear the words besides ""detergent""",13,3d6a0156c9f04697805150d14ad2decb,30,3d6a0156c9f04697805150d14ad2decb
2,stimulus,Other: Can't hear over background noise,17,3d6a0156c9f04697805150d14ad2decb,19,3d6a0156c9f04697805150d14ad2decb
1,stimulus,"Other: Wind blowing in mic, can't hear",28,3d6a0156c9f04697805150d14ad2decb,20,3d6a0156c9f04697805150d14ad2decb
0,stimulus,Other: Can't hear the words except fossil,3,3d6a0156c9f04697805150d14ad2decb,9,3d6a0156c9f04697805150d14ad2decb
0,stimulus,Other: Can't hear,2,3d6a0156c9f04697805150d14ad2decb,22,3d6a0156c9f04697805150d14ad2decb
2,stimulus,Other: Can't make out the words. I only heard true evil,5,3d6a0156c9f04697805150d14ad2decb,13,3d6a0156c9f04697805150d14ad2decb
2,stimulus,Other: Can't hear the words at all,7,3d6a0156c9f04697805150d14ad2decb,9,3d6a0156c9f04697805150d14ad2decb
2,stimulus,"Other: Can't hear the words. I thought I heard ""lemon"" but that was it",6,3d6a0156c9f04697805150d14ad2decb,19,3d6a0156c9f04697805150d14ad2decb
