,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,length_accept,reason,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances
0,0,,,,,,,,,,,9,,,,-1,,0,often the village was burned to the ground by fires,,,,
929,0,0.019607843831181526,1097.0,cafe,,often the village was burned to the ground by fires,often the village was burned to the ground by times,0.03921568766236305,1.0,,9.0,9,,10.0,0.0,0,0,35ab918e1c3e4b2bbce211eb472b0604,Often the village was burned to the ground by fires,often the village was burned to the ground by times,0.05882352963089943,35ab918e,0.0
3693,0,0.1111111119389534,855.0,cafe,,Often the village was burned to the ground by fires,often the village was burned to the ground by papers,0.09615384787321091,1.0,,9.0,9,,10.0,0.0,1,35ab918e1c3e4b2bbce211eb472b0604,10119d18fad24db99db65f7893bcc56b,Often the village was burned to the ground by panthers,often the village was burned to the ground by papers,0.07407407462596893,10119d18,1.0
3868,0,0.0,1042.0,cafe,,Often the village was burned to the ground by panthers,often the village was burned to the ground by panters,0.03703703731298447,1.0,,9.0,9,,10.0,0.0,2,10119d18fad24db99db65f7893bcc56b,433477a1ba034d3eb5a1e912d460d543,Often the village was burned to the ground by panthers,often the village was burned to the ground by panters,0.03703703731298447,433477a1,0.0
3651,0,0.07407407462596893,903.0,cafe,,Often the village was burned to the ground by panthers,often village was burned to the ground by pandas ,0.18518517911434174,1.0,,9.0,9,,10.0,0.0,3,433477a1ba034d3eb5a1e912d460d543,7504f72991e342d38fa2136df033a74b,Often the village was burned to the ground by pandas,often village was burned to the ground by pandas ,0.11538461595773697,7504f729,1.0
3035,0,0.3448275923728943,2158.0,cafe,,Often the village was burned to the ground by pandas,the boss ten village was burned to the ground by piloms,0.2545454502105713,1.0,,9.0,9,,10.0,0.0,4,7504f72991e342d38fa2136df033a74b,31349dc3fe2a4616a8acbbae4fb05fe7,The Boston villages were burned to the ground by pilgrims ,the boss ten village was burned to the ground by piloms,0.22413793206214905,31349dc3,6.0
2010,0,0.08620689809322357,1086.0,cafe,,The Boston villages were burned to the ground by pilgrims ,the boston village was burned to the ground by pilprams,0.1551724076271057,1.0,,9.0,9,,11.0,0.0,5,31349dc3fe2a4616a8acbbae4fb05fe7,dffcb242017c4c4f8f82ed941224b6c8,The Boston village was burned to the ground by pilgrims,the boston village was burned to the ground by pilprams,0.072727270424366,dffcb242,3.0
2371,0,0.0181818176060915,1810.0,cafe,,The Boston village was burned to the ground by pilgrims,the bostern village was burned to the ground by pilgrims,0.0714285746216774,1.0,,9.0,9,,10.0,0.0,6,dffcb242017c4c4f8f82ed941224b6c8,6c80819ed90e4ec2b722949d207b071d,the Boston village was burned to the ground by pilgrims,the bostern village was burned to the ground by pilgrims,0.0535714291036129,6c80819e,0.0
2563,0,0.16363635659217834,1068.0,cafe,,the Boston village was burned to the ground by pilgrims,the boston village was burned to the ground by poe came on,0.17241379618644714,1.0,,9.0,9,,10.0,0.0,7,6c80819ed90e4ec2b722949d207b071d,10a52789b46b4652ba11ed4d2ca0348b,The Boston village was burned to the ground by Pokemon,the boston village was burned to the ground by poe came on,0.1551724076271057,10a52789,1.0
1106,0,0.018518518656492233,1937.0,cafe,,The Boston village was burned to the ground by Pokemon,the boston village was burned to the ground by pocky man,0.125,1.0,,9.0,9,,10.0,0.0,8,10a52789b46b4652ba11ed4d2ca0348b,94525772014f4a44a2dd99965ddc9a15,The Boston Village was burned to the ground by Pokemon,the boston village was burned to the ground by pocky man,0.1428571492433548,94525772,0.0
613,0,0.1111111119389534,14827.0,cafe,,The Boston Village was burned to the ground by Pokemon,the boston village was burned to the ground by two men,0.14814814925193787,1.0,,9.0,9,,10.0,0.0,11,94525772014f4a44a2dd99965ddc9a15,df565f190d5c43a59eb975f1676d0788,The Boston village was burned to the ground by two men,the boston village was burned to the ground by two men,0.03703703731298447,df565f19,2.0
2710,0,0.03703703731298447,602.0,cafe,,The Boston village was burned to the ground by two men,o the bees in village was or burinted the grass of one,0.5,1.0,,9.0,9,,11.0,0.0,12,df565f190d5c43a59eb975f1676d0788,7dc5642ad9fa455186e2759151b3222e,The Boston village was burn to the ground by two men,o the bees in village was or burinted the grass of one,0.48148149251937866,7dc5642a,1.0
501,0,0.26923078298568726,871.0,cafe,,The Boston village was burn to the ground by two men,the boston bridge was burned to the ground back then,0.3076923191547394,1.0,,9.0,9,,11.0,0.0,13,7dc5642ad9fa455186e2759151b3222e,74217265ca5f4afda7ee6fdc702bcf4d,The Boston bridge was burned to the ground back then,the boston bridge was burned to the ground back then,0.03846153989434242,74217265,5.0
310,0,0.11538461595773697,1890.0,cafe,,The Boston bridge was burned to the ground back then,the boston bridge was burned to the ground by in,0.1538461595773697,1.0,,9.0,9,,10.0,0.0,14,74217265ca5f4afda7ee6fdc702bcf4d,5d795e0ec6f646cea9d09ac1959a2823,The Boston bridge was burned to the ground by Finn,the boston bridge was burned to the ground by in,0.07999999821186066,5d795e0e,2.0
247,0,0.07999999821186066,1148.0,cafe,,The Boston bridge was burned to the ground by Finn,the vast and bridge was worn to the ground by him,0.25999999046325684,1.0,,9.0,9,,10.0,0.0,16,5d795e0ec6f646cea9d09ac1959a2823,5822731a3e0d434480a3c02bdc88517c,the Boston bridge was burned to the ground by him,the vast and bridge was worn to the ground by him,0.18367347121238708,5822731a,1.0
2795,0,0.040816325694322586,1151.0,cafe,,the Boston bridge was burned to the ground by him,the bosterbridge was bird to the ground by ,0.20408163964748383,1.0,,9.0,9,,10.0,0.0,17,5822731a3e0d434480a3c02bdc88517c,f14a9fc4ffb24e5aa82e7da41e05ad59,the Boston bridge was burnt to the ground by him,the bosterbridge was bird to the ground by ,0.2083333283662796,f14a9fc4,1.0
1152,0,0.25,1073.0,cafe,,the Boston bridge was burnt to the ground by him,the house was burnt to the ground by him ,0.25,1.0,,9.0,9,,10.0,0.0,18,f14a9fc4ffb24e5aa82e7da41e05ad59,9d9cf1e92ae6489b89098c7716ffe35b,The house was burnt to the ground by him,the house was burnt to the ground by him ,0.04878048598766327,9d9cf1e9,2.0
2657,0,0.02500000037252903,1178.0,cafe,,The house was burnt to the ground by him,the house was burnt to the ground by him,0.02500000037252903,1.0,,9.0,9,,9.0,0.0,19,9d9cf1e92ae6489b89098c7716ffe35b,b752d7fad45a4830a9b2d2808e662886,the house was burnt to the ground by him,the house was burnt to the ground by him,0.0,b752d7fa,0.0
1866,0,0.095238097012043,860.0,cafe,,the house was burnt to the ground by him,the house was brought to the bowandodbya,0.3499999940395355,1.0,,9.0,9,,9.0,0.0,20,b752d7fad45a4830a9b2d2808e662886,6446403afd694083acbeae4f1f818ebe,the house was brought to the ground by him,the house was brought to the bowandodbya,0.2380952388048172,6446403a,1.0
788,0,0.43478259444236755,890.0,cafe,,the house was brought to the ground by him,a house has fallen to the ground may be i think,0.44680851697921753,1.0,,9.0,9,,9.0,0.0,21,6446403afd694083acbeae4f1f818ebe,16b63931e8524667988157473c2530c1,A house has fallen to the ground maybe I think,a house has fallen to the ground may be i think,0.06382978707551956,16b63931,6.0
4252,0,0.0,1465.0,cafe,,A house has fallen to the ground maybe I think,a house has fallen to the ground may be i think,0.06382978707551956,1.0,,9.0,9,,10.0,0.0,22,16b63931e8524667988157473c2530c1,bef0fc4782374793bcd185f027e5e093,A house has fallen to the ground maybe I think,a house has fallen to the ground may be i think,0.06382978707551956,bef0fc47,0.0
3387,0,0.0,1445.0,cafe,,A house has fallen to the ground maybe I think,a house has fallen to the ground may be i think,0.06382978707551956,1.0,,9.0,9,,10.0,0.0,23,bef0fc4782374793bcd185f027e5e093,c35185fff8fe45898de89947eed14084,A house has fallen to the ground maybe I think,a house has fallen to the ground may be i think,0.06382978707551956,c35185ff,0.0
4294,0,0.30000001192092896,1138.0,cafe,,A house has fallen to the ground maybe I think,a house has fallen to the ground it means replaced,0.3199999928474426,1.0,,9.0,9,,10.0,0.0,24,c35185fff8fe45898de89947eed14084,aedc9764b93e45308bf8d19d649a17bd,A house has fallen to the ground it needs replaced,a house has fallen to the ground it means replaced,0.07999999821186066,aedc9764,3.0
4066,0,0.0,1024.0,cafe,,A house has fallen to the ground it needs replaced,a house has fallen to the ground in needs replaced,0.03999999910593033,1.0,,9.0,9,,10.0,0.0,25,aedc9764b93e45308bf8d19d649a17bd,39a4ff5d3773406ca8daf50a2046ec2b,A house has fallen to the ground it needs replaced,a house has fallen to the ground in needs replaced,0.03999999910593033,39a4ff5d,0.0
0,0,,,,,,,,,,,10,,,,-1,,0,goods are exchanged in the market place of an oasis,,,,
144,0,0.03921568766236305,1779.0,cafe,,goods are exchanged in the market place of an oasis,gozarcstaged in the market place of anoiseis,0.27450981736183167,1.0,,10.0,10,,10.0,0.0,0,0,15543dc3dc254192b79882eb6f1842ae,Goods are exchanged in the marketplace of an oasis,gozarcstaged in the market place of anoiseis,0.3199999928474426,15543dc3,2.0
695,0,0.1599999964237213,987.0,cafe,,Goods are exchanged in the marketplace of an oasis,those are exchanged at a market place on a noises,0.2800000011920929,1.0,,10.0,10,,9.0,0.0,2,15543dc3dc254192b79882eb6f1842ae,ced34bb304034c3aa798ad0d3bb2497a,those are exchanged in a marketplace on an oasis,those are exchanged at a market place on a noises,0.12244898080825806,ced34bb3,3.0
2564,0,0.12244898080825806,844.0,cafe,,those are exchanged in a marketplace on an oasis,those are exchange or a market place on the oases,0.16326530277729034,1.0,,10.0,10,,9.0,0.0,3,ced34bb304034c3aa798ad0d3bb2497a,10a52789b46b4652ba11ed4d2ca0348b,Those are exchanged at a marketplace on the oasis,those are exchange or a market place on the oases,0.12244898080825806,10a52789,2.0
1312,0,0.36734694242477417,629.0,cafe,,Those are exchanged at a marketplace on the oasis,those are strange much more on the oases,0.3877550959587097,1.0,,10.0,10,,9.0,0.0,4,10a52789b46b4652ba11ed4d2ca0348b,8f5ec87be4ac49a1a20a27385223bd25,those are strange much more on the oasis,those are strange much more on the oases,0.02500000037252903,8f5ec87b,4.0
1595,0,0.024390242993831635,947.0,cafe,,those are strange much more on the oasis,those are strange much more on the oleses,0.0731707289814949,1.0,,10.0,10,,8.0,0.0,5,8f5ec87be4ac49a1a20a27385223bd25,de98c7e351e64006a93697b88a94714a,those are strange much more on the oasis ,those are strange much more on the oleses,0.09756097197532654,de98c7e3,1.0
3446,0,0.0714285746216774,1349.0,cafe,,those are strange much more on the oasis ,those are strangers much more on the oasis,0.0714285746216774,1.0,,10.0,10,,9.0,0.0,6,de98c7e351e64006a93697b88a94714a,e0c2fbea427849669dbd64c56c6e4932,those are strangers much more on the oasis,those are strangers much more on the oasis,0.0,e0c2fbea,2.0
1424,0,0.02380952425301075,1021.0,cafe,,those are strangers much more on the oasis,those are strangers much mara ly oiyses,0.261904776096344,1.0,,10.0,10,,8.0,0.0,8,e0c2fbea427849669dbd64c56c6e4932,e572f6489e034bdbb79bcf5c22d8525f,Those are strangers much more on the oasis,those are strangers much mara ly oiyses,0.2857142984867096,e572f648,0.0
2796,0,0.27906978130340576,724.0,cafe,,Those are strangers much more on the oasis,those are a stranger as much more than you know,0.3404255211353302,1.0,,10.0,10,,8.0,0.0,9,e572f6489e034bdbb79bcf5c22d8525f,f14a9fc4ffb24e5aa82e7da41e05ad59,those are strangers much more then you know,those are a stranger as much more than you know,0.10638298094272614,f14a9fc4,3.0
2329,0,0.06976744532585144,774.0,cafe,,those are strangers much more then you know,those are stranger much more than you know,0.04651162773370743,1.0,,10.0,10,,8.0,0.0,10,f14a9fc4ffb24e5aa82e7da41e05ad59,953e30e15bab4be2a59726d385fa9a56,Those are stranger much more than you know,those are stranger much more than you know,0.02380952425301075,953e30e1,2.0
2619,0,0.23404255509376526,2115.0,cafe,,Those are stranger much more than you know,those were stranger much more than they are now,0.23404255509376526,1.0,,10.0,10,,8.0,0.0,11,953e30e15bab4be2a59726d385fa9a56,cf01dd9d47bb40b3a2fd018438da52d2,those were stranger much more than they are now,those were stranger much more than they are now,0.0,cf01dd9d,4.0
2124,0,0.1041666641831398,827.0,cafe,,those were stranger much more than they are now,those were stranger much newer than they are now,0.0833333358168602,1.0,,10.0,10,,9.0,0.0,12,cf01dd9d47bb40b3a2fd018438da52d2,81a3d681c4a84b5fb29a84de82a86407,those were stranger much newer then they are now,those were stranger much newer than they are now,0.02083333395421505,81a3d681,2.0
3910,0,0.375,1083.0,cafe,,those were stranger much newer then they are now,those were stranger than much we were now,0.3541666567325592,0.0,,10.0,10,,9.0,0.0,13,81a3d681c4a84b5fb29a84de82a86407,ae5d2b8dcbbd4757aa06ffcd566fe8ae,those were stranger than must newer now,those were stranger than much we were now,0.12195122241973877,ae5d2b8d,5.0
0,0,,,,,,,,,,,11,,,,-1,,0,you may not notice yourself growing from day to day,,,,
1565,0,0.0,763.0,cafe,,you may not notice yourself growing from day to day,you may not notice yourself growing from day to day,0.0,1.0,,11.0,11,,10.0,0.0,0,0,6b978d46ad9a446cbaaeee77c6fc50ee,you may not notice yourself growing from day to day,you may not notice yourself growing from day to day,0.0,6b978d46,0.0
3826,0,0.2549019753932953,840.0,cafe,,you may not notice yourself growing from day to day,you may not notice yourself growing from time to time,0.15094339847564697,1.0,,11.0,11,,10.0,0.0,1,6b978d46ad9a446cbaaeee77c6fc50ee,8a3daaa686474a6181e66d70d1e882a1,you may not see yourself growing from time to time,you may not notice yourself growing from time to time,0.09433962404727936,8a3daaa6,3.0
4112,0,0.30188679695129395,824.0,cafe,,you may not see yourself growing from time to time,you may not notice your self grain sometimes you can,0.36538460850715637,1.0,,11.0,11,,10.0,0.0,2,8a3daaa686474a6181e66d70d1e882a1,755665f4c83441e0b2df9eb92691d32f,You may not notice yourself growing sometimes you can,you may not notice your self grain sometimes you can,0.09433962404727936,755665f4,5.0
2196,0,0.07017543911933899,1561.0,cafe,,You may not notice yourself growing sometimes you can,you may not notice yourself growling but sometimes you can,0.1034482792019844,1.0,,11.0,11,,9.0,0.0,3,755665f4c83441e0b2df9eb92691d32f,99dc0221229d46d5947b08a6a4f66976,You may not notice yourself growing but sometimes you can,you may not notice yourself growling but sometimes you can,0.03448275849223137,99dc0221,1.0
2565,0,0.017241379246115685,1044.0,cafe,,You may not notice yourself growing but sometimes you can,you may not notice yourself growling but sometimes you can,0.03448275849223137,1.0,,11.0,11,,10.0,0.0,5,99dc0221229d46d5947b08a6a4f66976,10a52789b46b4652ba11ed4d2ca0348b,You may not notice yourself growling but sometimes you can,you may not notice yourself growling but sometimes you can,0.017241379246115685,10a52789,1.0
972,0,0.017241379246115685,2070.0,cafe,,You may not notice yourself growling but sometimes you can,you may not notice yourself growling but sometimes you can,0.017241379246115685,1.0,,11.0,11,,10.0,0.0,6,10a52789b46b4652ba11ed4d2ca0348b,0c15aac7d55048cd980329a3d3670da7,you may not notice yourself growling but sometimes you can,you may not notice yourself growling but sometimes you can,0.0,0c15aac7,0.0
2045,0,0.0,3365.0,cafe,,you may not notice yourself growling but sometimes you can,you may not notice yourself growling but sometimes you can,0.0,1.0,,11.0,11,,10.0,0.0,7,0c15aac7d55048cd980329a3d3670da7,4572ecac46c5450184c01903c5444e2e,you may not notice yourself growling but sometimes you can,you may not notice yourself growling but sometimes you can,0.0,4572ecac,0.0
1108,0,0.017241379246115685,1998.0,cafe,,you may not notice yourself growling but sometimes you can,you may not notice yourself growling but sometimes you can,0.0,1.0,,11.0,11,,10.0,0.0,8,4572ecac46c5450184c01903c5444e2e,94525772014f4a44a2dd99965ddc9a15,You may not notice yourself growling but sometimes you can,you may not notice yourself growling but sometimes you can,0.017241379246115685,94525772,0.0
1596,0,0.43103447556495667,881.0,cafe,,You may not notice yourself growling but sometimes you can,you cannot you the things ready but some time as you can,0.4655172526836395,1.0,,11.0,11,,10.0,0.0,9,94525772014f4a44a2dd99965ddc9a15,de98c7e351e64006a93697b88a94714a,you cannot hear the things rally but sometimes you can,you cannot you the things ready but some time as you can,0.1785714328289032,de98c7e3,5.0
4331,0,0.37037035822868347,923.0,cafe,,you cannot hear the things rally but sometimes you can,you can undo the be grant of sometimes you can ,0.37037035822868347,1.0,,11.0,11,,10.0,0.0,10,de98c7e351e64006a93697b88a94714a,0b9a7c8d54cf4661919b0aed8d612d46,You can undo the big grand but sometimes you can not,you can undo the be grant of sometimes you can ,0.19230769574642181,0b9a7c8d,5.0
3447,0,0.07692307978868484,958.0,cafe,,You can undo the big grand but sometimes you can not,you can undo the big plan but sometimes you can,0.1538461595773697,1.0,,11.0,11,,11.0,0.0,11,0b9a7c8d54cf4661919b0aed8d612d46,e0c2fbea427849669dbd64c56c6e4932,you can undo the big plan but sometimes you can not,you can undo the big plan but sometimes you can,0.0784313753247261,e0c2fbea,1.0
836,0,0.019607843831181526,1832.0,cafe,,you can undo the big plan but sometimes you can not,looking undo the big plan but sometimes we can,0.2549019753932953,1.0,,11.0,11,,11.0,0.0,12,e0c2fbea427849669dbd64c56c6e4932,682968427b5e47128ce07133a2415fe8,you can undo the big plan but sometimes you cannot,looking undo the big plan but sometimes we can,0.23999999463558197,68296842,2.0
1425,0,0.019999999552965164,1197.0,cafe,,you can undo the big plan but sometimes you cannot,you can undo the big plan but sometimes you can,0.05999999865889549,1.0,,11.0,11,,10.0,0.0,13,682968427b5e47128ce07133a2415fe8,e572f6489e034bdbb79bcf5c22d8525f,You can undo the big plan but sometimes you cannot,you can undo the big plan but sometimes you can,0.07999999821186066,e572f648,0.0
3181,0,0.019607843831181526,953.0,cafe,,You can undo the big plan but sometimes you cannot,you cannot do the big plan but sometimes you cant,0.14000000059604645,1.0,,11.0,11,,10.0,0.0,14,e572f6489e034bdbb79bcf5c22d8525f,940183f0fea34d69aa87d13cc402b7fb,You can undo the big plan but sometimes you can not,you cannot do the big plan but sometimes you cant,0.1568627506494522,940183f0,2.0
312,0,0.2063492089509964,2040.0,cafe,,You can undo the big plan but sometimes you can not,you can sometimes undo the big plan but sometimes you cant,0.24137930572032928,1.0,,11.0,11,,11.0,0.0,15,940183f0fea34d69aa87d13cc402b7fb,5d795e0ec6f646cea9d09ac1959a2823,You can sometimes undue the big plans but sometimes you can not,you can sometimes undo the big plan but sometimes you cant,0.1111111119389534,5d795e0e,3.0
249,0,0.0634920671582222,860.0,cafe,,You can sometimes undue the big plans but sometimes you can not,you can sometimes undo the big plan but sometimes tecen't,0.190476194024086,1.0,,11.0,11,,12.0,0.0,16,5d795e0ec6f646cea9d09ac1959a2823,5822731a3e0d434480a3c02bdc88517c,you can sometimes undo the big plan but sometimes you can not,you can sometimes undo the big plan but sometimes tecen't,0.13114753365516663,5822731a,2.0
292,0,0.26229506731033325,893.0,cafe,,you can sometimes undo the big plan but sometimes you can not,you can sometimes undo the big plan but sometimes you cant,0.04918032884597778,1.0,,11.0,11,,12.0,0.0,17,5822731a3e0d434480a3c02bdc88517c,28e4cc60044b4cfa98e0cfb8974e9495,sometimes you can undo the big plan but sometimes you cannot,you can sometimes undo the big plan but sometimes you cant,0.28333333134651184,28e4cc60,4.0
1347,0,0.26229506731033325,814.0,cafe,,sometimes you can undo the big plan but sometimes you cannot,you can sometimes undo the big plan but sometimes you cant,0.28333333134651184,1.0,,11.0,11,,11.0,0.0,18,28e4cc60044b4cfa98e0cfb8974e9495,4711e0ab25b94f489a6c6278cbc912e1,You can sometimes undo the big plan but sometimes you can not,you can sometimes undo the big plan but sometimes you cant,0.06557376682758331,4711e0ab,4.0
2125,0,0.032786883413791656,806.0,cafe,,You can sometimes undo the big plan but sometimes you can not,i sometimes undew the big plan but sometimes you cannot,0.16393442451953888,1.0,,11.0,11,,12.0,0.0,20,4711e0ab25b94f489a6c6278cbc912e1,81a3d681c4a84b5fb29a84de82a86407,you can sometimes undo the big plan but sometimes you cannot,i sometimes undew the big plan but sometimes you cannot,0.15000000596046448,81a3d681,2.0
790,0,0.28333333134651184,933.0,cafe,,you can sometimes undo the big plan but sometimes you cannot,depends on do the big plan but sometimes you cannot,0.28333333134651184,1.0,,11.0,11,,11.0,0.0,21,81a3d681c4a84b5fb29a84de82a86407,16b63931e8524667988157473c2530c1,Depends on do the big plan but sometimes you cannot,depends on do the big plan but sometimes you cannot,0.019607843831181526,16b63931,4.0
3911,0,0.21568627655506134,1460.0,cafe,,Depends on do the big plan but sometimes you cannot,it has on the big plan but sometimes he cannot,0.23529411852359772,1.0,,11.0,11,,10.0,0.0,22,16b63931e8524667988157473c2530c1,ae5d2b8dcbbd4757aa06ffcd566fe8ae,it depends on the big plan but sometimes he can not,it has on the big plan but sometimes he cannot,0.13725490868091583,ae5d2b8d,5.0
743,0,0.4117647111415863,875.0,cafe,,it depends on the big plan but sometimes he can not,a time see over big plane at times he cannot,0.4117647111415863,1.0,,11.0,11,,11.0,0.0,23,ae5d2b8dcbbd4757aa06ffcd566fe8ae,887c6c2ef76c42058a0e5d9d85e5c0c7,At times he has a big plan at times he cannot ,a time see over big plane at times he cannot,0.239130437374115,887c6c2e,9.0
0,0,,,,,,,,,,,12,,,,-1,,0,the discovery of oil has caused many cities to grow,,,,
3827,0,0.0784313753247261,712.0,cafe,,the discovery of oil has caused many cities to grow,discovery of oil has caused many cities to growl,0.09803921729326248,1.0,,12.0,12,,10.0,0.0,0,0,8a3daaa686474a6181e66d70d1e882a1,discovery of oil has caused many cities to grow,discovery of oil has caused many cities to growl,0.02083333395421505,8a3daaa6,1.0
3944,0,0.021276595070958138,5167.0,cafe,,discovery of oil has caused many cities to grow,discovery of oil has caused many cities to grow,0.0,1.0,,12.0,12,,9.0,0.0,1,8a3daaa686474a6181e66d70d1e882a1,ac897fd4c5684297a2dcbcf9d48b9ff7,Discovery of oil has caused many cities to grow,discovery of oil has caused many cities to grow,0.021276595070958138,ac897fd4,0.0
2937,0,0.0,1127.0,cafe,,Discovery of oil has caused many cities to grow,a discovery of oil has caused many cities to ground,0.11764705926179886,1.0,,12.0,12,,9.0,0.0,2,ac897fd4c5684297a2dcbcf9d48b9ff7,50e8266de4024318978e7fbf46d00253,Discovery of oil has caused many cities to grow,a discovery of oil has caused many cities to ground,0.11764705926179886,50e8266d,0.0
2374,0,0.021276595070958138,787.0,cafe,,Discovery of oil has caused many cities to grow,discovery of oil has cost many cities to grow,0.10638298094272614,1.0,,12.0,12,,9.0,0.0,3,50e8266de4024318978e7fbf46d00253,6c80819ed90e4ec2b722949d207b071d,discovery of oil has caused many cities to grow,discovery of oil has cost many cities to grow,0.08510638028383255,6c80819e,0.0
2566,0,0.1666666716337204,1005.0,cafe,,discovery of oil has caused many cities to grow,the discovery of poland has caused many cities to grow,0.1666666716337204,1.0,,12.0,12,,9.0,0.0,5,6c80819ed90e4ec2b722949d207b071d,10a52789b46b4652ba11ed4d2ca0348b,The discovery of Poland has caused many cities to grow,the discovery of poland has caused many cities to grow,0.03703703731298447,10a52789,2.0
3123,0,0.0892857164144516,1087.0,cafe,,The discovery of Poland has caused many cities to grow,the discovery of poland has caused many families to grow,0.1071428582072258,1.0,,12.0,12,,10.0,0.0,6,10a52789b46b4652ba11ed4d2ca0348b,e7e6cf9bab944075b6cb7890a0b46312,the discovery of Poland has caused many families to grow,the discovery of poland has caused many families to grow,0.01785714365541935,e7e6cf9b,1.0
1109,0,0.10526315867900848,2402.0,cafe,,the discovery of Poland has caused many families to grow,the discovery of poland as alone many families to grow,0.125,1.0,,12.0,12,,10.0,0.0,8,e7e6cf9bab944075b6cb7890a0b46312,94525772014f4a44a2dd99965ddc9a15,The discovery of Poland has allowed many families to grow,the discovery of poland as alone many families to grow,0.10526315867900848,94525772,1.0
4297,0,0.31578946113586426,1579.0,cafe,,The discovery of Poland has allowed many families to grow,the discovery of coal has helped this business to grow,0.3333333432674408,1.0,,12.0,12,,10.0,0.0,9,94525772014f4a44a2dd99965ddc9a15,aedc9764b93e45308bf8d19d649a17bd,The discovery of coal has helped this business to grow,the discovery of coal has helped this business to grow,0.018518518656492233,aedc9764,4.0
1034,0,0.0,2012.0,cafe,,The discovery of coal has helped this business to grow,the discovery of coal has helped this business to grow,0.018518518656492233,1.0,,12.0,12,,10.0,0.0,11,aedc9764b93e45308bf8d19d649a17bd,2f6a4921b3cd40298d0782542fd35e33,The discovery of coal has helped this business to grow,the discovery of coal has helped this business to grow,0.018518518656492233,2f6a4921,0.0
4069,0,0.0,1021.0,cafe,,The discovery of coal has helped this business to grow,the discovery of co has hope this business to grow,0.1111111119389534,1.0,,12.0,12,,10.0,0.0,12,2f6a4921b3cd40298d0782542fd35e33,39a4ff5d3773406ca8daf50a2046ec2b,The discovery of coal has helped this business to grow,the discovery of co has hope this business to grow,0.1111111119389534,39a4ff5d,0.0
1635,0,0.018518518656492233,1464.0,cafe,,The discovery of coal has helped this business to grow,the discovery of coal has helped his business to grow,0.03703703731298447,1.0,,12.0,12,,10.0,0.0,13,39a4ff5d3773406ca8daf50a2046ec2b,94b7c4adb72f4fbabdc0122b7b23a1d3,the discovery of coal has helped this business to grow,the discovery of coal has helped his business to grow,0.018518518656492233,94b7c4ad,0.0
744,0,0.09259258955717087,723.0,cafe,,the discovery of coal has helped this business to grow,the discovery of coal has helped his business to grow,0.018518518656492233,1.0,,12.0,12,,10.0,0.0,14,94b7c4adb72f4fbabdc0122b7b23a1d3,887c6c2ef76c42058a0e5d9d85e5c0c7,The discovery of call has helped his business to grow ,the discovery of coal has helped his business to grow,0.07407407462596893,887c6c2e,3.0
0,0,,,,,,,,,,,13,,,,-1,,0,they can read the label and use the medicine safely,,,,
101,0,0.0,2445.0,cafe,,they can read the label and use the medicine safely,they can read the label and use the medicine safe,0.03921568766236305,1.0,,13.0,13,,10.0,0.0,0,0,114b28b597e24cefbcf6b4f704598a31,they can read the label and use the medicine safely,they can read the label and use the medicine safe,0.03921568766236305,114b28b5,0.0
4028,0,0.03921568766236305,750.0,cafe,,they can read the label and use the medicine safely,you can read the label and yes the medicine safely,0.11764705926179886,1.0,,13.0,13,,10.0,0.0,1,114b28b597e24cefbcf6b4f704598a31,b608b8e50714476fb61a1b43ece6e612,he can read the label and use the medicine safely,you can read the label and yes the medicine safely,0.10000000149011612,b608b8e5,1.0
3288,0,0.0784313753247261,799.0,cafe,,he can read the label and use the medicine safely,you can read the label and use the medicine safely,0.05999999865889549,1.0,,13.0,13,,10.0,0.0,2,b608b8e50714476fb61a1b43ece6e612,9dfd56d8e51a4abb832447dcc6410214,You can read the label and use the medicine safely ,you can read the label and use the medicine safely,0.03921568766236305,9dfd56d8,2.0
4169,0,0.03921568766236305,810.0,cafe,,You can read the label and use the medicine safely ,well you can read the label and use the medicine safely,0.12727272510528564,1.0,,13.0,13,,11.0,0.0,3,9dfd56d8e51a4abb832447dcc6410214,b80ced7f47da426fb1de48bab918fed0,you can read the label and use the medicine safely,well you can read the label and use the medicine safely,0.09090909361839294,b80ced7f,1.0
933,0,0.019999999552965164,1304.0,cafe,,you can read the label and use the medicine safely,you can read the label use medicine safely,0.1599999964237213,1.0,,13.0,13,,10.0,0.0,4,b80ced7f47da426fb1de48bab918fed0,35ab918e1c3e4b2bbce211eb472b0604,You can read the label and use the medicine safely,you can read the label use medicine safely,0.18000000715255737,35ab918e,0.0
3945,0,0.11999999731779099,4189.0,cafe,,You can read the label and use the medicine safely,he can read the label to take the medicine safely,0.18000000715255737,1.0,,13.0,13,,10.0,0.0,5,35ab918e1c3e4b2bbce211eb472b0604,ac897fd4c5684297a2dcbcf9d48b9ff7,You can read the label to take the medicine safely,he can read the label to take the medicine safely,0.05999999865889549,ac897fd4,2.0
2523,0,0.0,829.0,cafe,,You can read the label to take the medicine safely,you can read the label to take the medicine safely,0.019999999552965164,1.0,,13.0,13,,10.0,0.0,6,ac897fd4c5684297a2dcbcf9d48b9ff7,80c30997704f4e50839dd1a53b3fc179,You can read the label to take the medicine safely,you can read the label to take the medicine safely,0.019999999552965164,80c30997,0.0
