,chain,character_levdau,check_time,condition,flag_type,gold_candidate_transcription,gold_comparison_transcription,gold_dist,reason,stimulus,stimulus_id,subject_id,target_length,upload_time,upstream_pointer,upstream_subject_id,user,user_candidate_transcription,user_comparison_transcription,user_dist,user_short,word_distances
254,0,0.3207547068595886,823.0,cafe,,The fly buzzed by the door next to the kitchen table,the five put next to the gord on the kitchen table,0.4038461446762085,,7.0,7,,11.0,0.0,7,dc02e8bc38234eed94e4e0cfbe083801,67497f6ffb7e47d795ea7b655ccdd0ca,the fly buzzed next to the gourd on the kitchen table,the five put next to the gord on the kitchen table,0.16981132328510284,67497f6f,5.0
597,0,0.03773584961891174,1237.0,cafe,,the fly buzzed next to the gourd on the kitchen table,the fly buzzed next to the board on the picture table,0.1320754736661911,,7.0,7,,11.0,0.0,8,67497f6ffb7e47d795ea7b655ccdd0ca,e4d333ad2de54f93b023b7de0a005bb6,the fly buzzed next to the board on the kitchen table,the fly buzzed next to the board on the picture table,0.09433962404727936,e4d333ad,1.0
75,0,0.35849055647850037,623.0,cafe,,the fly buzzed next to the board on the kitchen table,the fly was next to the board with the paper,0.3396226465702057,,7.0,7,,11.0,0.0,9,e4d333ad2de54f93b023b7de0a005bb6,dab01f9c0ba445e2bdf783471467f995,The fly was next to the board with the paper,the fly was next to the board with the paper,0.022727273404598236,dab01f9c,4.0
1196,0,0.15909090638160706,703.0,cafe,,The fly was next to the board with the paper,the fly was next to the boy on the paper,0.1818181872367859,,7.0,7,,10.0,0.0,11,dab01f9c0ba445e2bdf783471467f995,e1f5fb8bc21048cb8a50771b80eda39a,The fly was next to the boy on the paper,the fly was next to the boy on the paper,0.02500000037252903,e1f5fb8b,2.0
519,0,0.0731707289814949,736.0,cafe,,The fly was next to the boy on the paper,the fly was next to the boil on the paper,0.0731707289814949,,7.0,7,,10.0,0.0,12,e1f5fb8bc21048cb8a50771b80eda39a,53edaed0aee2422e96af6c0d3d636962,the fly was next to the boil on the paper,the fly was next to the boil on the paper,0.0,53edaed0,1.0
1240,0,0.04878048598766327,1116.0,cafe,,the fly was next to the boil on the paper,the fly was next to the coil on the paper,0.024390242993831635,,7.0,7,,10.0,0.0,13,53edaed0aee2422e96af6c0d3d636962,c4dd3ef88be647518f2c64ca88bfc62b,The fly was next to the coil on the paper,the fly was next to the coil on the paper,0.024390242993831635,c4dd3ef8,1.0
210,0,0.19512194395065308,684.0,cafe,,The fly was next to the coil on the paper,the fly was next the food and paper,0.2926829159259796,,7.0,7,,10.0,0.0,15,c4dd3ef88be647518f2c64ca88bfc62b,aec6a83b7a6f4297a2a5d2c6ac47be85,The fly was next to the food and paper,the fly was next the food and paper,0.10526315867900848,aec6a83b,3.0
1476,0,0.21052631735801697,913.0,cafe,,The fly was next to the food and paper,the flyer is next to the food play,0.34210526943206787,,7.0,7,,9.0,0.0,16,aec6a83b7a6f4297a2a5d2c6ac47be85,1d1900d9e2494fa899d00cf82c8a9203,the fly was next to the food plate,the flyer is next to the food play,0.1764705926179886,1d1900d9,2.0
1050,0,0.1764705926179886,432.0,cafe,,the fly was next to the food plate,the fire was next to the food bowl,0.23529411852359772,,7.0,7,,8.0,0.0,18,1d1900d9e2494fa899d00cf82c8a9203,69dd4ca23d664987873b5c73e7eafb56,The fly was next to the food bowl,the fire was next to the food bowl,0.11764705926179886,69dd4ca2,1.0
1683,0,0.14705882966518402,2751.0,cafe,,The fly was next to the food bowl,the fly was next to the fruit ball,0.20588235557079315,,7.0,7,,8.0,0.0,19,69dd4ca23d664987873b5c73e7eafb56,49faa5f32cca4f248a9024990304d41b,the fly was next to the fruit bowl,the fly was next to the fruit ball,0.05882352963089943,49faa5f3,1.0
469,0,0.0,986.0,cafe,,the fly was next to the fruit bowl,the fly was next to the fruit ball,0.05882352963089943,,7.0,7,,8.0,0.0,20,49faa5f32cca4f248a9024990304d41b,e6760247169048e0b7cadc76964b404e,the fly was next to the fruit bowl,the fly was next to the fruit ball,0.05882352963089943,e6760247,0.0
559,0,0.20588235557079315,2031.0,cafe,,the fly was next to the fruit bowl,the fly as nobtonthethodbor,0.44117647409439087,,7.0,7,,8.0,0.0,21,e6760247169048e0b7cadc76964b404e,c2bbae951ae84dc48207b1935389d8de,The fly is next to the food bowl,the fly as nobtonthethodbor,0.40625,c2bbae95,2.0
967,0,0.0,739.0,cafe,,The fly is next to the food bowl,the flies next to the football ,0.28125,,7.0,7,,8.0,0.0,22,c2bbae951ae84dc48207b1935389d8de,a79de0dbbe7542d0ab5a7d1e95513ca9,The fly is next to the food bowl,the flies next to the football ,0.28125,a79de0db,0.0
348,0,0.4375,643.0,cafe,,The fly is next to the food bowl,this lie is next to the cue,0.46875,,7.0,7,,8.0,0.0,23,a79de0dbbe7542d0ab5a7d1e95513ca9,f1f031c96dc64732afb95fe3643f804f,this lie is next to the cuckoo,this lie is next to the cue,0.13333334028720856,f1f031c9,4.0
1615,0,0.23333333432674408,1196.0,cafe,,this lie is next to the cuckoo,the lies next to the pool,0.30000001192092896,,7.0,7,,7.0,0.0,24,f1f031c96dc64732afb95fe3643f804f,94b7b6b62b3d4e01a305f4505f8c4f9e,this lies next to the pool,the lies next to the pool,0.07692307978868484,94b7b6b6,3.0
88,0,0.03846153989434242,436.0,cafe,,this lies next to the pool,this wise nix or before,0.4615384638309479,,7.0,7,,6.0,0.0,26,94b7b6b62b3d4e01a305f4505f8c4f9e,7a6228b56e654884ad9f7f619443a89e,This lies next to the pool,this wise nix or before,0.5,7a6228b5,0.0
0,0,,,,,,,,,,8,,,,-1,,0,the brain helps all parts of the body work together,,,,
1167,0,0.019607843831181526,1519.0,cafe,,the brain helps all parts of the body work together,the brain helps all parts of the body work together,0.0,,8.0,8,,10.0,0.0,0,0,ebef186ca3e14a3d9265e89f525b812e,The brain helps all parts of the body work together,the brain helps all parts of the body work together,0.019607843831181526,ebef186c,0.0
1527,0,0.47058823704719543,752.0,cafe,,The brain helps all parts of the body work together,the grain house had the body like the other,0.47058823704719543,,8.0,8,,10.0,0.0,2,ebef186ca3e14a3d9265e89f525b812e,8cf6535ea0ae4addb28f5f90a2b13a7d,the grain house had the body like the other,the grain house had the body like the other,0.0,8cf6535e,8.0
35,0,0.09302325546741486,742.0,cafe,,the grain house had the body like the other,the grey house has the body like the other,0.09302325546741486,,8.0,8,,9.0,0.0,3,8cf6535ea0ae4addb28f5f90a2b13a7d,edf8f705ab7241a191fa3ae24e381ebc,The gray house has the body like the other,the grey house has the body like the other,0.0476190485060215,edf8f705,2.0
707,0,0.4047619104385376,2147.0,cafe,,The gray house has the body like the other,the great house has a funny looking gutter,0.4761904776096344,,8.0,8,,9.0,0.0,4,edf8f705ab7241a191fa3ae24e381ebc,a94d29081aeb499fbe4852e146f6ed1a,The gray house has a funny looking gutter,the great house has a funny looking gutter,0.0714285746216774,a94d2908,5.0
1172,0,0.2954545319080353,658.0,cafe,,The gray house has a funny looking gutter,the funny how had a funny looking driver,0.31707316637039185,,8.0,8,,8.0,0.0,5,a94d29081aeb499fbe4852e146f6ed1a,954f8363ece042e4948509057e5b93c9,the funny house had a funny looking driveway,the funny how had a funny looking driver,0.13636364042758942,954f8363,3.0
1966,0,0.25,2567.0,cafe,,the funny house had a funny looking driveway,the funny house had funny looking wood,0.22727273404598236,,8.0,8,,8.0,0.0,6,954f8363ece042e4948509057e5b93c9,edb850d5f65e40b7aca9cf14da4fd06b,The funny house had funny looking wood,the funny house had funny looking wood,0.02631578966975212,edb850d5,2.0
433,0,0.12195122241973877,889.0,cafe,,The funny house had funny looking wood,the fine house had fine looking windows,0.3076923191547394,,8.0,8,,7.0,0.0,7,edb850d5f65e40b7aca9cf14da4fd06b,5bcd571bb9b645bc92fe6a4a7d5cfb35,The funny house had funny looking windows,the fine house had fine looking windows,0.17073170840740204,5bcd571b,1.0
724,0,0.5121951103210449,879.0,cafe,,The funny house had funny looking windows,the funny house could find new committees,0.5121951103210449,,8.0,8,,7.0,0.0,8,5bcd571bb9b645bc92fe6a4a7d5cfb35,d14ebf1fffae49d8b76323eb6c393120,the funny house could find new committees,the funny house could find new committees,0.0,d14ebf1f,4.0
255,0,0.46341463923454285,1362.0,cafe,,the funny house could find new committees,the funny house provide short duties,0.46341463923454285,,8.0,8,,7.0,0.0,9,d14ebf1fffae49d8b76323eb6c393120,67497f6ffb7e47d795ea7b655ccdd0ca,the funny house provides short deities,the funny house provide short duties,0.07894736528396606,67497f6f,4.0
598,0,0.12820513546466827,1295.0,cafe,,the funny house provides short deities,the fun house provide short feelings,0.21052631735801697,,8.0,8,,6.0,0.0,10,67497f6ffb7e47d795ea7b655ccdd0ca,e4d333ad2de54f93b023b7de0a005bb6,the funny house provides short feelings,the fun house provide short feelings,0.07692307978868484,e4d333ad,1.0
1422,0,0.12820513546466827,2496.0,cafe,,the funny house provides short feelings,the funny hats provide short feelings,0.10256410390138626,,8.0,8,,6.0,0.0,11,e4d333ad2de54f93b023b7de0a005bb6,805b2dbf2fdc4b7da527a1990caa2cec,The funny hats provide short feelings,the funny hats provide short feelings,0.027027027681469917,805b2dbf,2.0
165,0,0.027027027681469917,929.0,cafe,,The funny hats provide short feelings,the funny hats provided short feelings,0.05263157933950424,,8.0,8,,6.0,0.0,12,805b2dbf2fdc4b7da527a1990caa2cec,79898d5889764da58052ff63b6d18806,the funny hats provide short feelings,the funny hats provided short feelings,0.02631578966975212,79898d58,0.0
138,0,0.0,1101.0,cafe,,the funny hats provide short feelings,the funny hats provided short feelings,0.02631578966975212,,8.0,8,,6.0,0.0,13,79898d5889764da58052ff63b6d18806,ab43ac6a79884306bdc7de5f4583873d,the funny hats provide short feelings,the funny hats provided short feelings,0.02631578966975212,ab43ac6a,0.0
1197,0,0.2432432472705841,639.0,cafe,,the funny hats provide short feelings,the funny hats provided short cover,0.2432432472705841,,8.0,8,,6.0,0.0,15,ab43ac6a79884306bdc7de5f4583873d,e1f5fb8bc21048cb8a50771b80eda39a,The funny hats provide short cover,the funny hats provided short cover,0.05714285746216774,e1f5fb8b,1.0
520,0,0.029411764815449715,648.0,cafe,,The funny hats provide short cover,the funny had to provide short cover,0.1111111119389534,,8.0,8,,6.0,0.0,16,e1f5fb8bc21048cb8a50771b80eda39a,53edaed0aee2422e96af6c0d3d636962,the funny hats provide short cover,the funny had to provide short cover,0.0833333358168602,53edaed0,0.0
1761,0,0.0810810774564743,799.0,cafe,,the funny hats provide short cover,the funny has provided short covering,0.13513512909412384,,8.0,8,,6.0,0.0,17,53edaed0aee2422e96af6c0d3d636962,f10793460a41442eaf56f7ded13b9924,the funny hats provide short covering,the funny has provided short covering,0.054054055362939835,f1079346,1.0
1659,0,0.0810810774564743,1069.0,cafe,,the funny hats provide short covering,the funny hats provided short coverage,0.10526315867900848,,8.0,8,,6.0,0.0,18,f10793460a41442eaf56f7ded13b9924,a575811edc0841b082724370f678d574,the funny hats provide short coverage,the funny hats provided short coverage,0.02631578966975212,a575811e,1.0
1241,0,0.0810810774564743,906.0,cafe,,the funny hats provide short coverage,the funny had provides short coverage,0.0810810774564743,,8.0,8,,6.0,0.0,19,a575811edc0841b082724370f678d574,c4dd3ef88be647518f2c64ca88bfc62b,The funny hat provides short coverage,the funny had provides short coverage,0.054054055362939835,c4dd3ef8,2.0
1343,0,0.5135135054588318,745.0,cafe,,The funny hat provides short coverage,the funny hat is covered in pepper ,0.5405405163764954,,8.0,8,,6.0,0.0,20,c4dd3ef88be647518f2c64ca88bfc62b,d2309e9d6bcc43cf9559553f83e0d299,The funny hat is covered in pepper,the funny hat is covered in pepper ,0.05714285746216774,d2309e9d,4.0
1477,0,0.08571428805589676,1001.0,cafe,,The funny hat is covered in pepper,the funny how is covered and pepper,0.1428571492433548,,8.0,8,,7.0,0.0,22,d2309e9d6bcc43cf9559553f83e0d299,1d1900d9e2494fa899d00cf82c8a9203,the funny hat was covered in pepper,the funny how is covered and pepper,0.17142857611179352,1d1900d9,1.0
470,0,0.3142857253551483,676.0,cafe,,the funny hat was covered in pepper,the food was covered with pepper,0.3142857253551483,,8.0,8,,7.0,0.0,23,1d1900d9e2494fa899d00cf82c8a9203,e6760247169048e0b7cadc76964b404e,the food was covered with pepper,the food was covered with pepper,0.0,e6760247,3.0
968,0,0.125,630.0,cafe,,the food was covered with pepper,the foot was covered and pepper,0.15625,,8.0,8,,6.0,0.0,25,e6760247169048e0b7cadc76964b404e,a79de0dbbe7542d0ab5a7d1e95513ca9,The food was covered in pepper,the foot was covered and pepper,0.12903225421905518,a79de0db,1.0
1616,0,0.03333333507180214,889.0,cafe,,The food was covered in pepper,the food was covered and pepper,0.09677419066429138,,8.0,8,,6.0,0.0,26,a79de0dbbe7542d0ab5a7d1e95513ca9,94b7b6b62b3d4e01a305f4505f8c4f9e,the food was covered in pepper,the food was covered and pepper,0.06451612710952759,94b7b6b6,0.0
89,0,0.0,552.0,cafe,,the food was covered in pepper,the ford was covered in pepper,0.03333333507180214,,8.0,8,,6.0,0.0,28,94b7b6b62b3d4e01a305f4505f8c4f9e,7a6228b56e654884ad9f7f619443a89e,the food was covered in pepper,the ford was covered in pepper,0.03333333507180214,7a6228b5,0.0
1922,0,0.125,702.0,cafe,,the food was covered in pepper,the food was covered with pepper,0.09375,,8.0,8,,6.0,0.0,29,7a6228b56e654884ad9f7f619443a89e,6af9802ccc1441b5858ac8427da120de,The food was covered with pepper,the food was covered with pepper,0.03125,6af9802c,1.0
0,0,,,,,,,,,,9,,,,-1,,0,often the village was burned to the ground by fires,,,,
1911,0,0.019607843831181526,5169.0,cafe,,often the village was burned to the ground by fires,o o and the village was burned the ground by itters,0.23529411852359772,,9.0,9,,10.0,0.0,0,0,f8d2e4d4a8c044d086aa34930d047205,Often the village was burned to the ground by fires,o o and the village was burned the ground by itters,0.2549019753932953,f8d2e4d4,0.0
1131,0,0.21153846383094788,964.0,cafe,,Often the village was burned to the ground by fires,after the gold was burned to the ground by riders,0.21568627655506134,,9.0,9,,10.0,0.0,3,f8d2e4d4a8c044d086aa34930d047205,cfd2091586984815987b9eae31ce432e,After the gullet was burned to the ground by raiders,after the gold was burned to the ground by riders,0.11538461595773697,cfd20915,3.0
305,0,0.1538461595773697,551.0,cafe,,After the gullet was burned to the ground by raiders,after the golem wusbort to the ground by readers,0.23076923191547394,,9.0,9,,10.0,0.0,4,cfd2091586984815987b9eae31ce432e,5f79d04e2f934f27ac5a37fefa1b8f11,after the gallium was bunt to the ground by raiders,after the golem wusbort to the ground by readers,0.19607843458652496,5f79d04e,2.0
256,0,0.11764705926179886,792.0,cafe,,after the gallium was bunt to the ground by raiders,after the goalimpuloparnt to the ground barader,0.27450981736183167,,9.0,9,,10.0,0.0,5,5f79d04e2f934f27ac5a37fefa1b8f11,67497f6ffb7e47d795ea7b655ccdd0ca,after the goal em was burnt to the ground by raider,after the goalimpuloparnt to the ground barader,0.23529411852359772,67497f6f,4.0
599,0,0.29411765933036804,1143.0,cafe,,after the goal em was burnt to the ground by raider,after the goal we went to the ground for reading,0.29411765933036804,,9.0,9,,11.0,0.0,6,67497f6ffb7e47d795ea7b655ccdd0ca,e4d333ad2de54f93b023b7de0a005bb6,after the goal we went to the ground for reading,after the goal we went to the ground for reading,0.0,e4d333ad,5.0
166,0,0.14000000059604645,670.0,cafe,,after the goal we went to the ground for reading,after the goal he went to the ground for a rebound,0.14000000059604645,,9.0,9,,10.0,0.0,7,e4d333ad2de54f93b023b7de0a005bb6,79898d5889764da58052ff63b6d18806,after the goal he went to the ground for a rebound,after the goal he went to the ground for a rebound,0.0,79898d58,3.0
1198,0,0.10000000149011612,661.0,cafe,,after the goal he went to the ground for a rebound,after the gold he went to the town for a rebound,0.11999999731779099,,9.0,9,,11.0,0.0,8,79898d5889764da58052ff63b6d18806,e1f5fb8bc21048cb8a50771b80eda39a,After the goal he went to the town for a rebound,after the gold he went to the town for a rebound,0.0625,e1f5fb8b,1.0
521,0,0.02083333395421505,934.0,cafe,,After the goal he went to the town for a rebound,after the girl he went to the town for a rebound,0.0625,,9.0,9,,11.0,0.0,9,e1f5fb8bc21048cb8a50771b80eda39a,53edaed0aee2422e96af6c0d3d636962,after the goal he went to the town for a rebound,after the girl he went to the town for a rebound,0.0416666679084301,53edaed0,0.0
1762,0,0.07999999821186066,705.0,cafe,,after the goal he went to the town for a rebound,after the goal he went to the town for the re round,0.09803921729326248,,9.0,9,,11.0,0.0,10,53edaed0aee2422e96af6c0d3d636962,f10793460a41442eaf56f7ded13b9924,After the goal he went to the town for the rebound,after the goal he went to the town for the re round,0.05882352963089943,f1079346,1.0
1660,0,0.2800000011920929,904.0,cafe,,After the goal he went to the town for the rebound,after the gold he went to the town and rea,0.30000001192092896,,9.0,9,,11.0,0.0,11,f10793460a41442eaf56f7ded13b9924,a575811edc0841b082724370f678d574,after the goal he went to the town in Rio,after the gold he went to the town and rea,0.1666666716337204,a575811e,3.0
953,0,0.3333333432674408,1027.0,cafe,,after the goal he went to the town in Rio,after the fielding went to the golden town,0.380952388048172,,9.0,9,,10.0,0.0,12,a575811edc0841b082724370f678d574,0bc62c97629346f6a59ab5481c9b17d0,After the field he went to the golden town,after the fielding went to the golden town,0.095238097012043,0bc62c97,4.0
1242,0,0.0,815.0,cafe,,After the field he went to the golden town,after the field he went to the golden town,0.02380952425301075,,9.0,9,,9.0,0.0,13,0bc62c97629346f6a59ab5481c9b17d0,c4dd3ef88be647518f2c64ca88bfc62b,After the field he went to the golden town,after the field he went to the golden town,0.02380952425301075,c4dd3ef8,0.0
211,0,0.2888889014720917,518.0,cafe,,After the field he went to the golden town,after the fields he went to climb the mountain,0.32608696818351746,,9.0,9,,9.0,0.0,14,c4dd3ef88be647518f2c64ca88bfc62b,aec6a83b7a6f4297a2a5d2c6ac47be85,After the field he went to climb the mountain,after the fields he went to climb the mountain,0.043478261679410934,aec6a83b,3.0
1478,0,0.043478261679410934,611.0,cafe,,After the field he went to climb the mountain,after the fields he went to climb the mountain,0.043478261679410934,,9.0,9,,9.0,0.0,15,aec6a83b7a6f4297a2a5d2c6ac47be85,1d1900d9e2494fa899d00cf82c8a9203,after the fields he went to climb the mountain,after the fields he went to climb the mountain,0.0,1d1900d9,1.0
969,0,0.06521739065647125,1937.0,cafe,,after the fields he went to climb the mountain,after the filed we not to climb the man to him,0.28260868787765503,,9.0,9,,9.0,0.0,17,1d1900d9e2494fa899d00cf82c8a9203,a79de0dbbe7542d0ab5a7d1e95513ca9,After the field we went to climb the mountain,after the filed we not to climb the man to him,0.260869562625885,a79de0db,2.0
511,0,0.15555556118488312,1427.0,cafe,,After the field we went to climb the mountain,after the field they went to climb a mountain,0.15555556118488312,,9.0,9,,9.0,0.0,19,a79de0dbbe7542d0ab5a7d1e95513ca9,a909f87b46d046b7be2248dd079de8b0,after the field they went to climb a mountain,after the field they went to climb a mountain,0.0,a909f87b,2.0
349,0,0.2222222238779068,845.0,cafe,,after the field they went to climb a mountain,catherines ill they went to climb a mountain,0.2222222238779068,,9.0,9,,9.0,0.0,20,a909f87b46d046b7be2248dd079de8b0,f1f031c96dc64732afb95fe3643f804f,Catherine Steel they went to climb a mountain,catherines ill they went to climb a mountain,0.13333334028720856,f1f031c9,3.0
1617,0,0.5,620.0,cafe,,Catherine Steel they went to climb a mountain,catherine clear he went to find bathron,0.4444444477558136,,9.0,9,,8.0,0.0,21,f1f031c96dc64732afb95fe3643f804f,94b7b6b62b3d4e01a305f4505f8c4f9e,Katherine cleared he went to find the bathroom,catherine clear he went to find bathron,0.19565217196941376,94b7b6b6,6.0
0,0,,,,,,,,,,10,,,,-1,,0,goods are exchanged in the market place of an oasis,,,,
873,0,0.03921568766236305,612.0,cafe,,goods are exchanged in the market place of an oasis,goods are exchanged in the market place of anawasis,0.03921568766236305,,10.0,10,,10.0,0.0,0,0,3418530188874362906071bff7b82f88,good are exchanged in the marketplace of an oasis,goods are exchanged in the market place of anawasis,0.0784313753247261,34185301,3.0
1199,0,0.13725490868091583,786.0,cafe,,good are exchanged in the marketplace of an oasis,goods or exchange in the market place at the oasis,0.20000000298023224,,10.0,10,,9.0,0.0,1,3418530188874362906071bff7b82f88,e1f5fb8bc21048cb8a50771b80eda39a,Goods are exchanged in the marketplace at the oasis,goods or exchange in the market place at the oasis,0.09803921729326248,e1f5fb8b,3.0
1243,0,0.27450981736183167,657.0,cafe,,Goods are exchanged in the marketplace at the oasis,those are exchanging the market placed at the illast,0.2884615361690521,,10.0,10,,9.0,0.0,6,e1f5fb8bc21048cb8a50771b80eda39a,c4dd3ef88be647518f2c64ca88bfc62b,Those are exchanging the marketplace at the ill est,those are exchanging the market placed at the illast,0.09615384787321091,c4dd3ef8,5.0
970,0,0.45098039507865906,802.0,cafe,,Those are exchanging the marketplace at the ill est,but those who are exchanging in the market place,0.5490196347236633,,10.0,10,,9.0,0.0,8,c4dd3ef88be647518f2c64ca88bfc62b,a79de0dbbe7542d0ab5a7d1e95513ca9,Those who are exchanging in the market place,but those who are exchanging in the market place,0.1041666641831398,a79de0db,6.0
2019,0,0.12765957415103912,1489.0,cafe,,Those who are exchanging in the market place,those who are exchanging in the new market place,0.1041666641831398,,10.0,10,,8.0,0.0,11,a79de0dbbe7542d0ab5a7d1e95513ca9,ff711e5a510d4242b7b070a599facaf4,those who are exchanging in the new marketplace,those who are exchanging in the new market place,0.02083333395421505,ff711e5a,2.0
1618,0,0.0,648.0,cafe,,those who are exchanging in the new marketplace,those who are exchanging in the new market place,0.02083333395421505,,10.0,10,,8.0,0.0,13,ff711e5a510d4242b7b070a599facaf4,94b7b6b62b3d4e01a305f4505f8c4f9e,those who are exchanging in the new marketplace,those who are exchanging in the new market place,0.02083333395421505,94b7b6b6,0.0
91,0,0.12765957415103912,457.0,cafe,,those who are exchanging in the new marketplace,hes a were exchanging on the new market place,0.21276596188545227,,10.0,10,,8.0,0.0,14,94b7b6b62b3d4e01a305f4505f8c4f9e,7a6228b56e654884ad9f7f619443a89e,those were exchanging on the new market place,hes a were exchanging on the new market place,0.08888889104127884,7a6228b5,5.0
1923,0,0.3333333432674408,756.0,cafe,,those were exchanging on the new market place,theres more to exchange in the new market place,0.25531914830207825,,10.0,10,,8.0,0.0,15,7a6228b56e654884ad9f7f619443a89e,6af9802ccc1441b5858ac8427da120de,There is more to exchange in the new marketplace,theres more to exchange in the new market place,0.0833333358168602,6af9802c,8.0
0,0,,,,,,,,,,11,,,,-1,,0,you may not notice yourself growing from day to day,,,,
874,0,0.0,651.0,cafe,,you may not notice yourself growing from day to day,you may not notice yourself growing from day to day,0.0,,11.0,11,,10.0,0.0,0,0,3418530188874362906071bff7b82f88,you may not notice yourself growing from day to day,you may not notice yourself growing from day to day,0.0,34185301,0.0
141,0,0.01923076994717121,805.0,cafe,,you may not notice yourself growing from day to day,you may not notice yourself growing from day to day,0.0,,11.0,11,,10.0,0.0,1,3418530188874362906071bff7b82f88,74afcbdee77241778bec3c75c48db3c4,you may not notice your self growing from day to day,you may not notice yourself growing from day to day,0.01923076994717121,74afcbde,2.0
2000,0,0.03846153989434242,1091.0,cafe,,you may not notice your self growing from day to day,you may not notice yourself growing from deigtid,0.1538461595773697,,11.0,11,,11.0,0.0,2,74afcbdee77241778bec3c75c48db3c4,da598509bb3140bda6e15e97a0736c22,You may not notice yourself growing from day to day,you may not notice yourself growing from deigtid,0.1568627506494522,da598509,2.0
727,0,0.3529411852359772,853.0,cafe,,You may not notice yourself growing from day to day,you do not notice yourself growing complete with her,0.32692307233810425,,11.0,11,,10.0,0.0,3,da598509bb3140bda6e15e97a0736c22,d14ebf1fffae49d8b76323eb6c393120,you do no notice yourself growing complete with her,you do not notice yourself growing complete with her,0.01923076994717121,d14ebf1f,6.0
833,0,0.21568627655506134,598.0,cafe,,you do no notice yourself growing complete with her,you do not notice yourself growing completely still,0.19607843458652496,,11.0,11,,9.0,0.0,6,d14ebf1fffae49d8b76323eb6c393120,dc02e8bc38234eed94e4e0cfbe083801,You do not notice yourself growing completely still,you do not notice yourself growing completely still,0.019607843831181526,dc02e8bc,4.0
258,0,0.0784313753247261,888.0,cafe,,You do not notice yourself growing completely still,you do not notice yourself grown completely stern,0.11764705926179886,,11.0,11,,8.0,0.0,7,dc02e8bc38234eed94e4e0cfbe083801,67497f6ffb7e47d795ea7b655ccdd0ca,you do not notice yourself growing completely stern,you do not notice yourself grown completely stern,0.03921568766236305,67497f6f,1.0
1425,0,0.019607843831181526,949.0,cafe,,you do not notice yourself growing completely stern,you do not notice yourself grow in completely stern,0.03921568766236305,,11.0,11,,8.0,0.0,8,67497f6ffb7e47d795ea7b655ccdd0ca,805b2dbf2fdc4b7da527a1990caa2cec,You do not notice yourself growing completely stern,you do not notice yourself grow in completely stern,0.05882352963089943,805b2dbf,0.0
601,0,0.09615384787321091,1511.0,cafe,,You do not notice yourself growing completely stern,you do not notice yourself brwling completely scared,0.1538461595773697,,11.0,11,,8.0,0.0,9,805b2dbf2fdc4b7da527a1990caa2cec,e4d333ad2de54f93b023b7de0a005bb6,you do not notice yourself growing completely scared,you do not notice yourself brwling completely scared,0.057692307978868484,e4d333ad,1.0
168,0,0.21153846383094788,787.0,cafe,,you do not notice yourself growing completely scared,it did not notice yourself growing and scared,0.2884615361690521,,11.0,11,,8.0,0.0,10,e4d333ad2de54f93b023b7de0a005bb6,79898d5889764da58052ff63b6d18806,you do not noticed yourself growing and scared,it did not notice yourself growing and scared,0.1304347813129425,79898d58,2.0
1876,0,0.19565217196941376,790.0,cafe,,you do not noticed yourself growing and scared,did you not notice yourself crying and scared,0.19565217196941376,,11.0,11,,8.0,0.0,11,79898d5889764da58052ff63b6d18806,a54957064ae24c43bf131c3ae4f21ed5,did you not notice yourself crying and scared,did you not notice yourself crying and scared,0.0,a5495706,4.0
522,0,0.36000001430511475,686.0,cafe,,did you not notice yourself crying and scared,did he not notice himself crying himself to sleep,0.4285714328289032,,11.0,11,,8.0,0.0,12,a54957064ae24c43bf131c3ae4f21ed5,53edaed0aee2422e96af6c0d3d636962,did you not notice himself crying himself to sleep,did he not notice himself crying himself to sleep,0.05999999865889549,53edaed0,4.0
1763,0,0.07999999821186066,793.0,cafe,,did you not notice himself crying himself to sleep,did he not notice himself crying himself to sleep,0.05999999865889549,,11.0,11,,9.0,0.0,13,53edaed0aee2422e96af6c0d3d636962,f10793460a41442eaf56f7ded13b9924,Did he not notice himself crying himself to sleep,did he not notice himself crying himself to sleep,0.020408162847161293,f1079346,1.0
1662,0,0.020408162847161293,1172.0,cafe,,Did he not notice himself crying himself to sleep,did he not notice himself crying himself to sleep,0.020408162847161293,,11.0,11,,9.0,0.0,14,f10793460a41442eaf56f7ded13b9924,a575811edc0841b082724370f678d574,did he not notice himself crying himself to sleep,did he not notice himself crying himself to sleep,0.0,a575811e,0.0
944,0,0.05999999865889549,678.0,cafe,,did he not notice himself crying himself to sleep,did he not notice himself prying himself to sleep,0.020408162847161293,,11.0,11,,9.0,0.0,15,a575811edc0841b082724370f678d574,0bc62c97629346f6a59ab5481c9b17d0,Did he not notice himself crying his self to sleep,did he not notice himself prying himself to sleep,0.07999999821186066,0bc62c97,2.0
1346,0,0.03999999910593033,538.0,cafe,,Did he not notice himself crying his self to sleep,did he not notice themself drying the soft to sleep,0.19607843458652496,,11.0,11,,10.0,0.0,16,0bc62c97629346f6a59ab5481c9b17d0,d2309e9d6bcc43cf9559553f83e0d299,Did he not notice himself crying himself to sleep,did he not notice themself drying the soft to sleep,0.19607843458652496,d2309e9d,2.0
779,0,0.4897959232330322,954.0,cafe,,Did he not notice himself crying himself to sleep,did he not notice that i was beside the shop,0.5102040767669678,,11.0,11,,9.0,0.0,18,d2309e9d6bcc43cf9559553f83e0d299,0d034d7409f64499814de9cd077ac7f0,Did he not notice that I was beside the soup,did he not notice that i was beside the shop,0.09090909361839294,0d034d74,6.0
